lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
136,0,123.25,6,30,4,3,1,1,0,1
253,1,198.9,10,8,4,1,0,0,5,0
6,1,62.0,2,25,3,3,0,0,0,1
57,1,105.0,11,11,3,2,1,0,0,1
47,1,116.1,5,11,4,3,0,3,0,1
0,0,65.0,11,18,2,1,0,0,0,1
224,0,60.0,10,2,3,2,1,0,0,1
24,0,58.0,12,27,3,1,2,0,0,1
204,0,61.38,10,9,3,2,2,0,0,1
31,1,135.9,7,9,4,1,1,0,0,1
35,1,98.1,5,24,4,1,0,3,0,1
164,2,90.0,3,13,4,2,2,0,0,1
191,1,93.5,9,2,4,4,0,0,0,0
97,0,80.75,5,16,3,1,1,0,0,1
180,1,120.0,10,10,3,2,1,0,0,0
67,2,88.4,11,23,4,4,0,0,0,0
19,2,140.0,10,21,4,1,0,3,0,1
15,0,76.5,1,23,4,1,1,3,0,1
86,0,100.0,9,9,2,2,0,0,0,1
45,0,128.4,6,8,4,3,0,0,3,1
41,2,105.0,10,18,4,3,2,0,0,1
57,2,108.8,3,21,4,3,1,0,0,1
132,2,162.0,9,22,4,3,0,0,3,1
7,0,161.0,3,25,4,2,2,0,3,0
79,1,90.95,4,12,4,5,0,0,0,1
21,0,88.0,10,25,4,3,0,3,0,0
74,2,174.42,12,25,4,1,2,0,6,1
63,2,134.47,4,25,4,4,1,0,3,1
103,0,115.0,4,19,4,2,0,0,0,0
35,1,97.4,3,5,4,1,2,0,3,1
327,0,76.0,9,9,3,4,2,1,0,1
190,0,95.0,6,22,3,4,1,0,0,1
31,2,94.0,9,25,4,3,2,0,3,1
139,1,77.03,7,25,4,2,1,0,0,1
6,1,67.0,7,6,2,2,0,0,0,1
30,2,88.0,12,8,4,3,0,3,0,1
85,1,85.0,10,6,3,3,1,0,0,1
65,1,68.85,7,10,4,2,0,0,0,0
33,1,0.0,2,20,4,0,0,3,0,1
88,0,72.25,4,2,4,2,2,3,0,1
163,2,80.1,10,28,4,1,0,3,0,1
53,1,80.3,2,20,4,1,1,0,0,1
269,1,70.0,12,29,3,3,2,0,0,1
77,1,94.49,3,27,4,4,2,0,3,1
6,0,68.0,12,4,3,2,2,0,0,1
315,0,160.0,9,30,3,2,1,1,0,0
33,0,140.4,3,24,4,2,0,0,3,0
83,1,97.75,3,21,4,3,1,3,0,1
31,1,96.75,4,17,4,2,2,0,0,1
3,1,79.0,11,2,2,2,1,0,0,1
56,0,149.4,9,8,4,5,2,0,3,0
80,0,75.0,12,3,3,1,2,0,0,1
101,0,222.17,10,23,4,5,2,1,5,0
7,1,117.04,10,3,4,2,1,0,0,1
258,0,110.0,10,16,3,0,1,0,0,0
38,1,140.4,5,21,4,1,1,0,3,1
10,0,95.0,3,31,2,1,0,0,0,0
3,0,65.0,10,19,2,0,1,0,0,1
62,1,68.0,7,15,4,7,2,0,0,0
73,1,126.9,6,9,4,2,0,0,0,1
28,0,76.69,1,18,4,1,1,0,3,1
151,1,100.5,8,5,4,2,1,3,0,0
217,2,126.9,9,15,4,2,0,0,0,0
0,0,156.0,10,3,4,0,1,0,4,1
0,0,65.0,3,21,2,1,1,0,0,1
10,0,110.0,5,29,2,5,3,0,0,1
280,0,110.0,9,19,3,2,1,0,0,0
63,0,87.98,4,25,3,4,1,0,0,0
39,1,117.9,3,28,4,0,1,0,0,1
34,0,84.69,2,19,4,9,4,0,0,0
211,0,63.75,12,16,4,2,2,3,0,0
52,1,100.33,12,28,4,2,1,0,0,1
61,0,35.2,10,4,4,0,2,1,0,0
18,1,89.0,8,30,4,3,2,0,0,0
8,1,41.0,3,1,2,3,0,0,0,1
66,1,137.7,4,22,4,2,0,0,3,0
89,1,119.0,12,22,4,3,2,0,3,1
177,0,100.0,6,3,3,2,0,0,0,0
36,0,88.0,12,8,4,3,0,3,0,0
56,0,118.8,4,22,4,2,1,0,3,0
91,0,185.85,5,13,4,2,0,0,0,0
105,5,96.9,9,29,3,3,1,0,0,1
148,2,133.45,7,21,4,3,2,0,0,1
0,0,161.0,5,26,4,1,0,0,0,0
52,1,125.99,11,9,4,3,0,0,0,0
190,2,177.3,7,18,4,1,1,0,5,0
118,0,125.0,9,18,3,0,1,0,0,0
46,0,79.2,11,22,4,1,0,3,0,0
228,1,118.9,8,16,4,3,0,0,0,0
26,0,133.8,4,18,3,4,1,1,0,1
0,0,0.0,6,7,1,1,0,0,3,1
247,0,90.0,6,6,3,1,1,1,0,1
61,0,74.8,11,16,4,4,0,3,0,0
7,2,131.0,4,23,4,1,1,0,0,1
5,0,65.0,5,10,2,1,0,0,0,1
169,2,107.0,4,23,4,2,2,0,0,0
43,1,130.0,11,11,4,2,0,0,0,1
26,0,79.2,12,19,4,2,1,3,0,0
99,0,80.5,2,19,2,2,0,0,0,1
317,0,120.0,9,15,3,2,0,0,0,0
47,1,114.33,4,12,4,4,0,0,3,1
17,1,113.33,10,2,4,2,1,0,0,1
56,0,75.0,11,14,3,2,1,0,0,1
36,0,92.88,5,22,3,0,2,3,0,0
0,0,88.0,12,28,4,1,0,3,0,1
102,1,119.85,6,8,4,4,1,0,0,1
19,0,167.0,4,27,4,1,0,0,3,0
6,0,116.0,4,16,4,1,1,0,0,1
0,0,135.0,12,31,4,1,0,3,0,1
57,1,64.37,11,11,4,2,1,3,0,1
96,2,79.2,12,5,4,1,1,3,0,1
96,0,76.93,4,10,4,2,2,3,0,1
159,1,65.0,4,9,3,1,1,0,0,1
19,2,146.0,7,20,4,1,0,0,3,1
67,0,75.0,12,2,3,2,1,0,0,1
117,0,99.45,4,20,4,4,0,0,3,0
265,1,115.0,6,24,3,2,0,1,0,0
9,2,128.4,8,29,4,4,1,0,0,1
92,0,63.75,8,28,3,3,2,3,0,0
67,1,49.09,3,13,4,2,2,3,0,1
68,0,149.4,9,16,4,1,0,0,3,0
73,0,105.9,4,28,4,3,0,3,0,1
5,2,124.0,8,15,4,1,0,0,0,1
1,1,127.0,6,27,4,0,1,3,0,1
0,1,0.0,3,22,1,1,0,0,0,1
148,0,67.0,12,30,3,4,1,0,0,1
113,0,85.0,6,30,3,3,1,0,0,0
100,1,136.0,5,19,4,3,1,0,0,1
94,0,94.5,7,12,4,5,1,3,0,0
115,0,58.0,3,26,3,1,2,0,0,1
42,0,60.0,11,2,3,4,1,0,3,1
110,0,94.5,7,25,3,1,2,1,0,0
90,1,90.95,4,14,4,3,2,0,0,1
154,0,109.8,8,24,4,2,0,0,0,0
1,1,197.0,12,30,4,3,0,0,3,1
118,1,96.3,6,27,4,2,1,0,0,1
78,0,65.58,3,7,3,2,1,0,0,1
45,1,80.3,2,25,4,3,0,0,0,1
28,0,93.4,9,5,4,3,1,0,0,1
2,1,78.0,12,17,4,1,0,3,0,1
204,3,76.5,8,12,4,4,0,0,0,1
3,1,75.0,1,5,4,1,0,3,0,1
25,0,129.0,5,10,4,3,0,3,0,1
193,0,120.0,6,20,3,2,1,0,0,0
22,0,135.0,3,22,4,1,0,0,0,0
145,0,99.45,5,3,4,4,0,0,0,1
74,0,101.5,9,18,3,2,0,1,0,1
1,2,179.0,9,20,4,1,0,0,0,1
82,1,103.7,4,14,4,3,1,0,3,0
222,0,116.1,9,14,4,3,0,0,1,0
26,1,145.0,10,29,4,1,1,0,3,1
37,0,95.0,10,13,3,3,0,0,0,1
57,0,23.0,2,8,4,2,1,0,1,1
17,0,97.2,11,20,4,14,6,0,0,0
140,0,70.0,12,29,3,5,0,0,0,1
126,1,83.12,5,15,4,2,2,0,3,1
1,0,66.0,1,5,2,3,0,0,0,1
7,1,144.86,11,6,4,5,2,0,0,1
55,2,135.9,9,26,4,3,1,0,0,1
2,0,61.38,4,17,3,2,2,0,0,1
13,1,86.8,3,2,4,3,0,0,3,1
13,0,66.7,2,22,4,0,1,3,0,1
14,1,118.0,9,11,4,0,2,0,0,1
0,0,6.0,4,8,4,1,0,0,5,1
18,1,139.0,7,15,4,2,0,3,0,0
115,0,60.0,2,27,4,2,2,0,0,0
61,0,140.4,6,17,4,2,0,0,3,0
53,0,108.0,10,11,4,1,0,3,0,0
301,0,52.0,11,18,3,2,0,0,0,0
0,0,120.0,10,13,4,1,0,3,0,1
61,1,40.0,7,24,2,2,2,0,0,1
2,0,90.78,11,26,4,3,2,0,0,1
163,0,100.0,6,5,3,2,2,0,0,0
108,0,92.4,5,4,4,3,0,0,0,1
68,1,74.61,11,18,4,2,2,0,3,1
169,0,106.0,4,22,3,2,2,1,0,0
95,1,95.2,4,26,4,4,0,0,0,1
12,0,80.42,12,25,4,2,1,0,1,1
104,1,114.0,10,6,4,2,0,1,0,0
256,1,96.25,8,7,4,2,2,0,1,1
57,2,117.45,9,4,4,2,2,0,3,1
0,0,65.0,7,19,2,1,0,0,0,1
76,3,146.8,11,19,4,1,1,1,3,1
36,0,102.0,12,26,4,3,1,0,0,0
20,0,117.2,9,24,4,2,2,0,0,0
46,0,74.8,3,18,3,2,2,0,1,1
9,1,83.0,1,17,4,4,2,0,0,1
12,1,171.33,9,18,4,1,2,0,0,1
160,0,70.0,12,30,3,3,0,0,0,1
202,0,109.8,10,22,4,1,2,0,3,0
112,1,146.7,8,9,4,3,0,0,3,1
135,1,90.0,6,28,4,2,0,3,0,1
245,0,0.0,9,17,4,1,2,1,0,1
90,0,89.25,10,25,4,4,2,0,0,1
137,0,90.95,6,28,4,4,0,0,0,0
170,0,78.0,4,8,3,3,2,0,0,1
36,2,116.1,5,13,4,2,1,3,0,1
90,1,89.74,3,20,4,5,2,0,3,0
314,0,68.66,12,26,4,6,3,3,0,0
217,0,167.95,8,7,4,5,2,0,5,0
141,1,82.45,7,5,3,5,2,0,3,1
101,0,61.5,12,31,3,3,1,0,3,1
29,0,66.0,2,9,3,3,0,0,0,1
56,0,185.0,9,25,3,2,1,0,0,1
150,1,90.0,6,16,3,3,0,1,0,1
130,0,96.9,7,26,3,3,0,0,0,1
29,2,139.0,9,9,4,1,0,3,0,1
157,2,101.58,7,11,4,3,1,0,0,0
133,0,106.0,6,13,3,4,1,1,0,1
10,0,66.0,1,28,2,1,0,0,0,1
234,1,103.7,10,25,4,4,0,0,3,0
59,0,75.0,10,29,3,2,0,0,0,1
29,0,66.0,2,23,2,1,0,0,0,1
3,0,81.0,2,25,3,3,0,0,0,1
105,0,139.5,7,31,4,3,2,0,3,0
280,0,110.0,9,19,4,2,1,0,0,0
286,0,90.0,10,16,3,0,1,0,0,0
45,0,80.3,1,23,4,1,1,0,0,1
56,1,140.4,5,13,4,2,0,0,3,1
113,0,114.9,12,27,4,3,0,0,3,0
32,0,85.0,11,20,3,2,0,0,0,1
12,1,81.62,5,29,4,0,2,0,0,1
208,0,80.75,7,30,4,2,2,3,0,0
44,0,103.95,3,17,4,2,0,0,3,1
205,0,111.35,9,27,4,6,2,0,0,0
145,1,114.3,7,7,4,3,0,0,0,0
87,0,75.0,12,18,3,2,2,0,0,1
323,1,112.0,5,17,3,4,0,1,0,0
20,1,110.15,5,29,4,3,2,0,0,1
198,0,99.95,8,8,4,4,1,0,0,0
154,1,108.0,10,19,4,4,0,3,0,0
156,0,111.6,8,29,4,5,1,0,0,0
27,0,139.0,9,16,4,2,0,3,0,1
37,0,94.5,9,16,4,2,0,0,0,1
58,0,88.2,3,24,4,1,0,3,0,0
4,0,137.0,3,22,4,2,0,0,3,1
105,1,96.9,7,21,3,3,1,0,0,1
8,1,89.0,4,5,4,1,0,3,0,1
158,2,114.3,7,8,4,2,0,0,0,0
0,0,80.75,6,12,3,0,1,0,0,1
153,0,89.76,10,19,3,4,0,0,0,0
9,2,120.0,9,30,4,2,0,0,0,1
195,0,147.0,8,23,4,5,1,1,3,0
143,0,100.0,8,25,3,3,0,0,0,1
47,2,198.9,5,26,4,1,0,0,5,1
73,2,79.2,11,12,4,1,0,3,0,1
0,0,80.0,12,23,4,1,0,3,0,1
60,1,41.76,4,9,3,3,2,0,0,1
32,0,92.08,11,12,4,4,2,0,0,1
91,0,65.0,9,14,2,2,0,0,0,1
57,0,86.0,6,10,3,1,0,1,0,1
87,0,131.0,12,25,4,0,2,0,0,1
120,2,132.3,10,13,4,3,0,0,3,1
0,3,107.0,10,19,2,4,0,0,0,1
101,1,126.9,5,5,4,3,0,0,0,1
234,1,106.2,9,5,4,2,1,0,0,0
37,0,89.3,2,11,4,3,0,0,0,1
7,1,134.0,10,26,3,3,1,0,3,1
76,0,120.0,10,10,3,0,1,0,0,0
93,3,96.3,4,12,4,3,0,0,0,1
80,1,93.6,11,12,4,1,1,0,0,0
190,0,110.9,9,30,4,7,2,0,0,0
11,1,87.01,9,6,4,3,0,3,0,1
45,0,79.8,1,23,4,1,1,0,0,1
69,0,120.0,6,12,3,4,2,0,0,0
54,0,159.3,6,4,4,1,0,0,3,0
49,0,91.44,2,22,3,5,2,0,4,0
159,2,85.0,11,22,4,4,0,0,0,1
203,0,112.5,12,8,4,3,0,1,0,1
36,0,278.9,7,27,4,4,1,0,6,0
1,1,180.0,1,13,4,4,0,0,5,1
117,0,71.4,11,6,2,2,2,0,0,1
5,3,124.5,9,3,4,2,0,3,3,1
13,0,65.0,10,28,2,2,0,0,0,1
79,2,109.8,12,9,4,2,1,0,0,1
3,2,131.0,12,28,4,2,0,0,0,1
60,0,65.0,9,21,3,1,1,0,0,1
6,0,65.0,8,8,2,0,1,0,0,0
116,0,61.0,2,28,3,1,2,0,0,0
251,1,96.3,9,3,4,1,0,0,0,0
296,1,117.0,9,21,4,4,0,1,0,0
2,0,75.0,9,20,3,1,2,0,3,1
35,0,60.0,11,2,3,3,1,0,3,1
7,1,112.0,5,21,3,1,1,1,0,1
27,1,88.0,12,6,2,1,0,0,0,1
13,0,119.0,12,26,4,3,1,0,3,1
49,4,139.5,10,12,4,2,0,0,3,1
1,0,145.0,10,20,3,1,0,0,0,1
40,3,153.6,8,27,4,1,2,0,3,1
2,1,117.5,12,20,4,3,0,0,0,1
13,1,99.0,9,11,4,0,1,3,0,0
247,1,115.0,6,6,3,1,1,1,0,0
42,0,96.3,5,17,3,3,0,0,3,1
51,0,159.3,5,7,4,1,2,0,3,0
60,0,95.1,6,26,4,1,2,3,0,0
75,0,108.45,3,22,4,4,0,0,3,1
180,0,70.0,10,16,3,1,0,0,0,0
111,0,237.6,8,7,4,3,2,1,5,0
21,1,117.0,10,8,4,1,0,0,3,0
4,1,124.0,8,15,4,1,0,0,0,1
77,0,68.85,3,16,4,4,1,3,0,1
71,1,89.25,9,18,4,2,0,0,0,1
106,1,92.28,6,8,4,4,0,0,0,1
115,0,72.25,7,31,3,1,2,0,0,0
44,0,131.4,11,21,4,0,1,0,4,1
146,2,146.7,7,8,4,1,0,0,3,1
5,0,80.0,2,12,4,1,0,3,0,1
5,2,200.33,10,28,4,2,1,1,0,1
255,0,87.0,6,14,3,1,0,1,0,1
3,2,133.0,9,21,4,2,1,3,0,1
60,1,65.0,10,12,3,3,1,0,0,1
33,2,99.0,9,25,4,0,1,3,0,1
0,0,97.0,1,3,4,0,1,0,3,1
143,0,100.3,6,2,4,3,2,0,0,0
4,1,99.0,4,2,4,1,0,3,0,1
145,0,80.75,5,18,3,4,0,0,0,1
51,0,116.1,4,28,4,3,2,0,1,0
39,2,145.1,8,17,4,1,0,3,0,1
31,0,126.9,3,23,4,1,0,0,0,0
5,0,94.0,11,2,2,2,0,0,3,0
3,0,71.2,5,16,3,0,1,3,0,1
6,2,85.63,8,16,4,5,3,0,0,1
16,1,162.0,7,19,4,2,0,0,3,0
16,0,97.5,8,31,4,1,1,0,0,1
72,1,60.0,2,12,3,2,0,0,0,1
23,0,156.5,9,15,4,3,1,0,0,0
85,2,89.7,11,14,4,3,1,0,0,1
1,0,117.8,5,18,3,1,0,0,0,1
301,0,90.0,7,30,3,1,1,1,0,1
31,0,75.0,9,16,3,2,1,0,0,1
147,0,78.76,7,18,4,5,1,0,0,0
57,1,85.5,4,26,3,4,0,0,0,1
2,1,176.0,5,26,4,3,0,0,3,1
31,0,107.1,6,20,4,1,1,0,3,0
183,2,80.1,10,29,4,1,2,3,0,0
0,0,114.0,3,28,4,4,1,0,0,1
80,3,121.55,4,25,4,3,1,0,3,1
32,1,136.0,10,24,4,1,1,0,3,1
41,1,60.0,11,8,3,3,2,0,3,1
2,1,80.0,1,30,4,1,0,0,0,1
64,0,110.08,4,18,4,3,1,0,3,0
7,0,112.0,5,5,3,3,0,0,0,1
1,2,133.0,6,28,4,1,0,0,0,1
139,0,72.25,6,19,3,2,2,3,0,1
0,2,0.0,7,22,1,2,0,0,4,1
28,2,130.0,11,2,4,3,0,0,0,1
159,1,82.19,7,6,4,5,2,0,0,1
34,1,72.76,10,7,4,3,0,0,0,1
33,0,79.11,10,21,3,4,0,1,0,1
34,0,108.9,10,14,4,2,0,1,0,1
1,0,90.0,8,21,4,2,1,0,0,1
11,0,130.33,4,6,4,4,2,0,3,1
139,0,96.3,8,26,4,2,0,0,0,0
103,0,94.5,7,18,4,1,2,1,0,0
4,1,65.0,8,7,2,1,2,0,0,1
46,3,93.6,11,18,4,2,0,0,0,1
51,1,123.3,8,28,4,3,2,0,3,0
96,0,94.5,7,11,4,1,2,1,0,0
167,0,130.05,8,12,4,2,2,0,0,0
9,1,78.03,9,7,4,2,1,0,0,1
210,2,90.0,8,16,4,2,0,3,0,0
129,1,114.3,8,15,4,2,1,0,0,1
223,0,73.96,9,30,4,3,2,3,0,0
12,3,89.25,11,13,4,5,2,0,0,1
14,1,166.0,8,15,4,1,1,0,3,1
0,2,81.6,12,14,4,5,2,0,0,1
67,0,117.6,10,19,4,4,0,0,3,0
98,2,89.5,10,24,4,5,1,1,5,1
14,1,81.0,2,7,4,5,2,3,0,1
92,0,70.0,10,7,3,4,0,0,0,1
381,1,78.55,12,23,4,2,1,0,1,0
181,1,85.5,7,8,4,1,0,3,0,0
37,1,83.9,3,7,4,3,1,0,0,1
100,2,79.2,11,17,4,3,0,3,0,0
4,1,106.14,8,14,4,5,2,0,0,1
104,0,80.75,9,18,3,1,2,0,0,1
85,0,71.0,2,3,4,4,1,0,0,1
276,0,116.33,9,22,3,3,0,0,0,0
58,1,85.85,3,28,4,4,1,0,0,0
131,0,92.25,8,22,4,3,1,3,0,0
175,0,123.68,8,24,4,4,0,0,0,0
15,0,54.75,10,23,3,2,2,0,0,1
40,0,70.0,10,5,3,1,1,0,0,1
31,1,67.6,3,7,4,3,1,3,0,1
29,2,85.0,12,2,2,2,0,0,0,1
66,0,108.8,4,15,4,3,2,0,3,1
96,0,94.5,7,11,3,1,2,1,0,0
79,1,172.23,10,21,4,7,4,0,5,1
3,1,145.0,9,22,4,3,0,0,0,1
32,3,96.3,11,14,4,1,0,0,0,1
9,1,0.0,12,10,1,1,0,0,6,1
17,0,109.0,12,24,3,3,1,0,5,1
13,2,89.0,6,13,4,0,1,3,0,1
8,0,67.0,3,2,3,2,0,0,0,1
86,1,126.9,6,19,4,1,2,0,0,1
114,0,75.0,7,1,4,2,1,0,0,0
4,1,121.0,8,2,4,1,0,0,0,1
22,0,62.0,11,17,2,1,0,0,0,0
0,0,65.0,3,15,2,2,0,0,0,1
59,1,76.5,10,15,3,3,2,0,0,1
45,0,78.3,3,3,4,3,0,0,0,0
205,0,90.0,5,29,3,1,2,0,0,0
83,0,78.3,3,12,4,1,2,0,0,1
2,1,95.0,11,4,4,1,0,3,0,1
29,1,66.18,12,2,2,2,0,0,0,1
32,1,136.52,8,14,4,0,1,0,3,1
67,0,80.75,4,4,4,4,1,3,0,0
52,3,152.1,8,18,4,3,1,0,0,1
9,0,95.0,4,20,3,3,0,0,0,1
19,1,107.0,1,1,4,2,0,0,0,1
160,0,94.5,8,4,4,2,0,3,0,0
107,0,130.5,9,19,4,1,1,0,0,0
0,1,67.0,12,13,2,1,0,0,0,1
15,2,242.33,3,3,4,3,0,1,5,1
290,1,72.0,6,17,3,2,1,0,0,1
9,1,79.0,11,11,2,2,0,0,0,1
6,1,0.0,9,23,4,1,0,0,3,1
5,1,95.0,10,4,2,13,6,0,0,0
178,0,88.5,7,22,4,2,1,3,0,0
74,0,81.25,7,23,3,2,2,0,0,1
175,0,126.9,9,18,4,0,2,0,0,0
3,1,83.9,1,14,4,1,0,0,0,1
23,0,118.0,9,8,4,1,0,3,0,0
141,2,105.3,7,17,4,1,2,0,0,1
64,3,98.1,9,1,4,5,2,0,0,1
2,0,118.76,5,31,4,4,0,0,0,1
8,0,85.0,2,15,4,2,1,0,0,0
15,0,90.95,11,10,4,4,0,0,0,1
28,1,129.0,10,6,4,1,0,3,0,1
157,0,112.0,7,14,3,3,0,0,0,0
5,0,90.0,8,10,4,4,1,0,0,0
91,0,73.74,4,4,4,3,1,0,1,1
192,0,95.0,6,24,3,2,0,0,0,1
42,0,79.64,9,8,3,7,2,1,0,1
9,0,161.33,9,7,4,2,1,0,0,1
16,2,105.0,9,13,4,1,2,0,0,1
19,3,139.0,9,23,4,2,1,3,0,1
74,0,109.0,9,18,3,2,0,1,0,1
184,2,107.1,10,27,4,3,2,0,0,0
189,4,96.3,10,28,4,2,1,0,0,1
165,0,150.45,9,2,4,3,2,0,3,0
76,0,69.33,4,12,4,3,0,0,0,1
5,3,89.89,11,27,4,2,2,0,0,1
89,1,85.0,9,4,3,5,2,0,0,1
0,2,0.0,12,12,1,0,1,0,0,1
164,0,106.53,8,14,4,4,2,0,0,0
100,1,79.2,11,12,4,1,0,3,0,1
213,0,130.0,6,7,4,3,0,0,0,0
271,1,101.33,9,21,4,3,0,0,0,0
5,1,110.0,5,24,2,2,0,0,0,1
265,0,90.0,6,24,3,2,0,1,0,1
156,0,81.25,8,7,3,2,2,0,0,1
137,0,105.3,5,5,4,3,0,0,0,0
66,1,108.0,10,20,4,2,0,0,1,1
12,1,89.0,1,15,4,2,1,0,0,1
42,0,73.56,2,18,4,3,2,0,0,0
166,0,99.45,7,7,4,3,2,0,0,0
237,0,80.26,12,28,4,5,2,0,0,0
121,0,113.05,5,14,4,2,2,0,3,0
310,2,68.57,12,27,4,10,2,3,0,0
192,1,90.0,12,18,4,1,2,0,0,0
29,0,156.0,5,18,4,1,0,0,3,0
166,0,110.0,11,1,3,3,0,0,0,0
3,0,107.0,3,4,4,2,0,0,0,1
61,0,60.0,11,28,3,1,2,0,3,1
79,0,75.0,11,13,3,2,0,0,0,1
13,0,122.0,8,26,4,3,2,3,0,0
22,0,62.0,11,17,2,1,0,0,0,1
12,0,65.0,8,5,2,3,0,0,0,1
109,0,90.95,5,22,3,1,2,0,3,1
108,1,158.4,12,26,4,4,1,1,0,0
20,0,68.53,9,11,4,0,1,3,0,0
56,0,120.0,6,8,3,1,0,0,0,1
1,2,120.0,10,13,4,1,0,3,0,1
7,0,65.0,10,12,2,0,1,0,0,1
21,0,87.0,2,23,3,5,0,0,0,1
204,0,100.0,5,5,3,3,0,0,0,0
110,0,118.06,7,3,3,2,2,1,3,1
6,2,164.2,11,6,4,3,2,0,0,1
31,1,134.1,9,11,4,2,1,0,0,1
5,0,65.0,8,18,2,2,0,0,0,1
10,2,136.67,11,3,4,3,0,0,0,1
48,1,140.4,5,24,4,2,0,0,3,1
200,1,187.5,8,24,4,4,0,1,3,0
0,0,85.0,10,30,3,1,0,0,0,1
79,1,132.3,10,20,4,3,2,0,3,1
14,0,75.0,10,5,3,2,1,0,3,1
13,2,119.0,4,8,4,1,0,0,0,1
208,0,85.5,8,30,4,3,0,3,0,0
105,0,137.7,7,23,4,1,0,0,3,0
84,0,58.14,4,10,4,2,2,3,0,1
252,0,106.3,10,15,4,1,2,0,0,0
7,1,91.0,5,21,3,1,1,1,0,1
180,0,120.0,10,10,4,2,1,0,0,0
12,1,150.5,8,16,4,2,0,3,0,1
101,0,142.2,7,22,4,2,0,0,3,0
87,1,80.75,10,23,3,1,2,0,0,1
65,0,161.5,3,20,4,2,2,0,5,0
13,0,79.15,3,27,3,2,2,0,0,1
6,1,136.67,5,16,4,2,1,0,0,1
149,0,105.9,7,20,4,3,0,0,0,0
304,0,89.0,11,3,3,3,0,0,0,0
48,1,168.3,8,26,4,1,0,0,3,0
30,1,74.8,11,29,4,4,0,3,0,1
62,2,118.8,12,8,4,2,0,0,0,1
177,1,93.38,7,20,4,5,2,0,0,1
7,0,100.73,12,20,4,4,0,0,0,1
164,1,89.25,8,3,4,4,0,3,0,1
211,0,100.0,5,20,3,2,0,0,0,0
25,1,65.0,9,5,2,0,1,0,0,1
73,1,76.5,4,3,4,1,2,3,0,1
21,1,122.19,12,1,4,3,1,1,0,1
82,2,150.3,8,8,4,5,3,0,3,0
224,1,65.0,10,2,3,2,1,0,1,1
56,1,82.44,12,7,4,3,0,0,1,1
0,0,106.65,9,26,4,0,1,3,0,1
122,1,139.95,8,3,4,4,0,0,3,0
199,1,106.2,4,29,4,2,1,0,0,0
29,2,155.64,5,19,4,3,2,0,3,1
122,0,85.0,4,15,3,2,0,0,0,1
48,1,84.45,1,8,4,5,2,0,0,1
3,0,90.67,6,10,3,2,1,0,0,1
26,0,87.0,2,28,3,1,2,0,0,1
51,0,75.0,11,11,3,2,2,0,0,1
54,1,73.5,2,27,4,1,2,3,0,0
0,0,148.0,8,19,4,2,0,3,0,1
150,0,101.0,1,2,3,1,2,1,0,1
170,0,72.25,8,10,3,5,2,0,0,1
83,0,76.38,3,18,4,5,2,0,0,0
0,1,0.0,6,22,1,0,0,0,0,1
3,1,140.0,8,13,4,3,0,0,0,1
94,0,111.6,4,28,4,2,0,0,0,1
20,1,151.0,7,23,4,1,2,0,0,1
5,1,95.0,4,18,4,1,1,0,0,1
12,1,90.07,11,10,4,3,2,0,0,1
151,0,70.0,1,19,3,2,0,0,0,1
116,2,79.2,12,17,4,1,2,3,0,1
54,1,75.95,2,8,4,4,1,0,0,1
159,1,133.2,9,28,4,4,1,0,3,0
12,1,90.0,6,8,3,2,0,0,0,1
50,1,94.5,10,21,4,2,0,0,0,1
0,0,80.0,8,5,4,2,0,0,0,1
18,0,197.0,4,22,4,1,0,0,5,0
36,0,104.0,12,9,4,2,0,0,0,0
178,2,162.9,10,28,4,3,2,0,5,0
64,0,75.0,11,18,3,2,1,0,0,1
152,2,99.0,7,11,4,1,1,0,0,1
17,1,125.8,12,29,4,3,2,0,3,1
126,1,87.0,1,8,4,2,2,0,3,1
6,0,90.0,5,17,3,1,0,0,0,1
0,0,0.0,8,4,1,2,0,0,0,1
71,1,78.3,3,4,4,2,0,0,0,0
3,2,45.0,5,19,3,1,0,0,0,1
12,0,139.0,7,24,4,0,1,3,0,1
7,2,149.0,9,7,4,3,0,3,0,1
60,0,63.75,3,5,4,6,2,0,0,0
129,0,80.75,5,13,3,2,2,0,0,1
19,2,129.0,9,25,4,0,1,3,0,1
6,0,85.0,8,28,3,1,2,0,0,1
1,0,82.0,1,3,4,0,2,0,0,1
210,0,96.3,10,19,4,4,0,0,0,0
124,1,118.8,7,16,4,1,2,0,3,0
271,1,101.33,9,21,3,3,0,0,0,0
20,1,74.8,12,22,4,3,1,3,0,1
0,0,134.0,3,26,4,1,1,3,0,1
49,0,60.0,11,9,3,3,1,0,3,1
2,1,171.0,8,6,4,1,0,0,0,1
29,3,144.68,9,9,4,2,2,0,0,1
5,1,121.0,12,8,4,3,0,0,3,1
157,0,91.38,7,11,4,3,1,3,0,0
111,0,96.67,6,1,3,3,0,0,0,1
75,0,97.54,7,27,4,1,0,0,1,1
73,2,85.0,4,16,4,2,2,3,0,1
30,1,80.47,11,4,4,1,0,3,0,0
114,0,128.7,8,27,4,1,0,0,0,0
129,1,80.75,4,11,4,3,1,3,0,1
80,1,96.3,4,13,4,2,0,0,0,1
6,2,116.0,12,18,4,1,2,0,0,1
1,2,169.0,7,11,4,1,1,0,0,1
